iter	Logloss
0	0.6225537199
1	0.5647003059
2	0.5154346657
3	0.4738403353
4	0.4300890208
5	0.3913610959
6	0.3560866332
7	0.3296928243
8	0.3050909953
9	0.2843630296
10	0.2655350708
11	0.248773283
12	0.234602589
13	0.2189356706
14	0.2068425486
15	0.1929014717
16	0.1816859392
17	0.1702764597
18	0.16130529
19	0.1539219027
20	0.1442023029
21	0.1363713646
22	0.1308559616
23	0.1268657815
24	0.1229677265
25	0.1189003886
26	0.1152361482
27	0.1109676304
28	0.1074952695
29	0.1046316057
30	0.1025352934
31	0.1000132682
32	0.09819322324
33	0.09641301869
34	0.09400044841
35	0.0931443442
36	0.09159605322
37	0.09015731542
38	0.088749266
39	0.08769707077
40	0.08658436826
41	0.08568990419
42	0.08453762745
43	0.08384910153
44	0.08309776218
45	0.08231242429
46	0.08158280704
47	0.08080286456
48	0.08020333344
49	0.07960145789
50	0.0791253978
51	0.07860656239
52	0.07798275338
53	0.07709728988
54	0.07662414616
55	0.07622002871
56	0.07580985965
57	0.07545416479
58	0.07486396953
59	0.07441251964
60	0.07384367615
61	0.07352135262
62	0.07322282772
63	0.07287630124
64	0.07252022793
65	0.07220937516
66	0.07176562595
67	0.07152598982
68	0.0711484246
69	0.07080633917
70	0.07060750504
71	0.0702584882
72	0.06986613542
73	0.06957620379
74	0.06911751107
75	0.06899763914
76	0.0688162372
77	0.06854951246
78	0.06834525502
79	0.06823427798
80	0.06796997966
81	0.06766067244
82	0.0674690144
83	0.06719584909
84	0.06705005952
85	0.06691453371
86	0.06665871986
87	0.06639777847
88	0.06623752268
89	0.06603363522
90	0.06586302824
91	0.06558647835
92	0.06545281202
93	0.06522227529
94	0.06504171601
95	0.06486458379
96	0.0647037445
97	0.06454746426
98	0.064393747
99	0.06417162341
100	0.06396497492
101	0.06360678012
102	0.06346072707
103	0.0632769652
104	0.06318484113
105	0.06311085139
106	0.06296975092
107	0.06271199107
108	0.06263267263
109	0.06245056642
110	0.06237022365
111	0.06221463431
112	0.0620425481
113	0.06188406632
114	0.06173734974
115	0.06143049403
116	0.06129532387
117	0.06116763489
118	0.06099100935
119	0.0608802885
120	0.06077534309
121	0.0606033071
122	0.06042315795
123	0.06024198479
124	0.06011618152
125	0.05997137318
126	0.05981807488
127	0.05966130041
128	0.05951485502
129	0.05943379516
130	0.05934393682
131	0.05922618079
132	0.0591269948
133	0.05903132441
134	0.05902123534
135	0.05899874056
136	0.05890974368
137	0.05863043789
138	0.05856158958
139	0.0585444936
140	0.05842899303
141	0.05829810412
142	0.05822334376
143	0.05809769931
144	0.05797080473
145	0.05779166082
146	0.0576672098
147	0.05762222001
148	0.05749943076
149	0.05740028005
150	0.05733975287
151	0.05717730427
152	0.05716245026
153	0.05710418089
154	0.05699300503
155	0.05687149626
156	0.05686320415
157	0.05674969488
158	0.05671699328
159	0.05669899398
160	0.05648009299
161	0.05624953328
162	0.05624051359
163	0.0561895553
164	0.05614904668
165	0.05603871451
166	0.05591945119
167	0.05580216486
168	0.05572227469
169	0.05565660499
170	0.05550084782
171	0.05546445345
172	0.05532523289
173	0.05526681682
174	0.05507847981
175	0.05506997043
176	0.05505726801
177	0.05499026376
178	0.05490781884
179	0.05481817638
180	0.05479954031
181	0.05474730576
182	0.05463529223
183	0.05462441294
184	0.05460680532
185	0.05452259232
186	0.05450102991
187	0.05443135651
188	0.05441242786
189	0.05440241444
190	0.05432976473
191	0.05425366154
192	0.05422876711
193	0.05408807201
194	0.05406364127
195	0.05405220462
196	0.0539414004
197	0.05393438923
198	0.05391192268
199	0.05390162045
200	0.05384927457
201	0.05375222139
202	0.05353652179
203	0.05339876762
204	0.0533169654
205	0.05325732945
206	0.05321938542
207	0.05319735594
208	0.05318174032
209	0.05309823906
210	0.05296616703
211	0.05293715863
212	0.05282992267
213	0.05282298066
214	0.05280962199
215	0.0527226522
216	0.05258165667
217	0.05248241973
218	0.05247248868
219	0.05235722573
220	0.05234211004
221	0.05228453164
222	0.05224917039
223	0.05224388311
224	0.05220058713
225	0.05212829324
226	0.05212087815
227	0.05204786787
228	0.05204205805
229	0.05202133197
230	0.05193078578
231	0.05192398582
232	0.05178469762
233	0.05176429951
234	0.05170478153
235	0.05157188492
236	0.0515392711
237	0.05152859846
238	0.05146901502
239	0.05135525968
240	0.05133629877
241	0.0513183156
242	0.05124463356
243	0.05113404543
244	0.05104675009
245	0.05097179642
246	0.05093033615
247	0.05083015945
248	0.0507769646
249	0.05068316857
250	0.05067141677
251	0.05062684301
252	0.05061516696
253	0.05052140386
254	0.05049622952
255	0.05036899302
256	0.0503551746
257	0.05025066588
258	0.05021737116
259	0.05010892194
260	0.05009083925
261	0.0499839951
262	0.0499745893
263	0.04985073586
264	0.0497647316
265	0.04975806128
266	0.04966317308
267	0.04945589706
268	0.04941434892
269	0.04934271876
270	0.04929149553
271	0.04927976546
272	0.04923667832
273	0.04921639934
274	0.04916289602
275	0.04915688783
276	0.04915128947
277	0.0491455371
278	0.04913902704
279	0.04905032823
280	0.04894876346
281	0.04894202223
282	0.04882496001
283	0.04881949534
284	0.04880937948
285	0.04870770033
286	0.0486777976
287	0.04858582391
288	0.04858149163
289	0.04857679471
290	0.04856225545
291	0.04855867655
292	0.04855572523
293	0.04850522766
294	0.04844279629
295	0.04834200489
296	0.04828614688
297	0.04822987829
298	0.04822726786
299	0.04814388053
300	0.04814123404
301	0.04811021057
302	0.04810386483
303	0.04809750136
304	0.0480949333
305	0.04808416759
306	0.04800019177
307	0.04791274096
308	0.04790953334
309	0.04783357643
310	0.04778694407
311	0.04778158092
312	0.04777931725
313	0.04773141134
314	0.0477283975
315	0.04767612276
316	0.04766723076
317	0.04763014004
318	0.04762400465
319	0.04759179816
320	0.04755257213
321	0.04754306858
322	0.04751246883
323	0.04748692186
324	0.04748575031
325	0.04747642499
326	0.0474680731
327	0.0473892509
328	0.04738761049
329	0.04738627185
330	0.0473766233
331	0.04736900436
332	0.04730930869
333	0.04722123344
334	0.04719862662
335	0.04714492615
336	0.04710574128
337	0.04704007728
338	0.04694733224
339	0.04693558686
340	0.04690487014
341	0.04686653156
342	0.04681565921
343	0.0468045873
344	0.04680273799
345	0.04674739118
346	0.04672712871
347	0.04672712871
348	0.04669452037
349	0.04669330652
350	0.04668928961
351	0.04665941659
352	0.04664344512
353	0.04660737645
354	0.04651926822
355	0.04651240413
356	0.04645023709
357	0.04644887155
358	0.04635437606
359	0.04632994755
360	0.04632225053
361	0.04631910038
362	0.04629415959
363	0.04627966755
364	0.04621016329
365	0.04620914943
366	0.04615892308
367	0.04613883362
368	0.0460710473
369	0.04602020022
370	0.04601306911
371	0.04595191085
372	0.04595115191
373	0.04594491569
374	0.04591862677
375	0.04585556455
376	0.04575760025
377	0.04572725328
378	0.04567186275
379	0.04563359857
380	0.04556779087
381	0.04553597837
382	0.04544304061
383	0.04543288602
384	0.0454227192
385	0.04539096631
386	0.04534086693
387	0.04533302004
388	0.0453036997
389	0.04529574877
390	0.04529495922
391	0.04520333181
392	0.0451490004
393	0.04509652564
394	0.04509655217
395	0.04503126215
396	0.04502525728
397	0.04500094798
398	0.04498191488
399	0.044935039
400	0.04493448222
401	0.04485431711
402	0.04485398557
403	0.04478309567
404	0.04478292418
405	0.04476311442
406	0.04470709487
407	0.04462531617
408	0.04461592847
409	0.04460609296
410	0.04458318585
411	0.04457854933
412	0.04452797116
413	0.0445227367
414	0.04450493568
415	0.04450425755
416	0.04448628105
417	0.04442436511
418	0.04442391146
419	0.04441855453
420	0.04441069747
421	0.04440213215
422	0.04435132962
423	0.04432483808
424	0.04427655084
425	0.0442554246
426	0.04417767556
427	0.04412814336
428	0.04410790965
429	0.04404470676
430	0.04402507093
431	0.04393975045
432	0.04392104566
433	0.04390377191
434	0.04385014894
435	0.04381208632
436	0.0437952866
437	0.04373758148
438	0.04373284733
439	0.04368354704
440	0.04366827398
441	0.0436385588
442	0.04358743585
443	0.0435871455
444	0.04355985865
445	0.04348949162
446	0.04343048438
447	0.04341568022
448	0.04337045195
449	0.04328695475
450	0.04324168755
451	0.04323760489
452	0.0432376117
453	0.04318412023
454	0.04313156835
455	0.04311747693
456	0.043093517
457	0.04307081081
458	0.04304625534
459	0.04304593585
460	0.04298177306
461	0.04293996863
462	0.04290135624
463	0.04284075553
464	0.04283991343
465	0.04282422677
466	0.04277658784
467	0.04276963901
468	0.04271511503
469	0.04269800056
470	0.04266308808
471	0.0426347007
472	0.04259023044
473	0.04254179346
474	0.04249999033
475	0.0424622079
476	0.04238126459
477	0.04236980517
478	0.0423039404
479	0.04229123908
480	0.04220776889
481	0.04218147345
482	0.0421059362
483	0.04206407826
484	0.04203361361
485	0.04202845657
486	0.04197937409
487	0.04192848699
488	0.04186879095
489	0.04181718404
490	0.04181720586
491	0.0417748824
492	0.04176296957
493	0.04170803876
494	0.04169013177
495	0.04162159955
496	0.04162156684
497	0.04157075134
498	0.04153951428
499	0.04146125223
500	0.04144862131
501	0.04143633242
502	0.04139305605
503	0.04132479596
504	0.04131307747
505	0.04129248944
506	0.04124666128
507	0.04123753323
508	0.04119609421
509	0.04113679776
510	0.04107692974
511	0.04103101828
512	0.04098459454
513	0.04093816283
514	0.04092655979
515	0.04087352475
516	0.04087006219
517	0.04085845332
518	0.04084766371
519	0.04079741918
520	0.04078620999
521	0.04077524944
522	0.04074021637
523	0.04071228572
524	0.04068702284
525	0.04065858389
526	0.04060238465
527	0.04056249568
528	0.04049717671
529	0.04047031623
530	0.04043796798
531	0.04042912397
532	0.04040404344
533	0.04039399889
534	0.04036019371
535	0.04030844683
536	0.04029836268
537	0.04027056313
538	0.04023390651
539	0.04020539375
540	0.04018356042
541	0.04011919443
542	0.04010357376
543	0.04008848216
544	0.04005840499
545	0.04002789354
546	0.03994318317
547	0.0399337536
548	0.03985483801
549	0.03984007893
550	0.03983655705
551	0.03980024114
552	0.03980024919
553	0.03979186857
554	0.039744817
555	0.03973246445
556	0.03972099242
557	0.03967354596
558	0.03963919833
559	0.03962970162
560	0.03959315625
561	0.03958421275
562	0.03956957609
563	0.03956243134
564	0.03955372716
565	0.03954667088
566	0.03950120937
567	0.03948715427
568	0.03945056802
569	0.03940923559
570	0.03938679183
571	0.03937643595
572	0.0393324923
573	0.03930440953
574	0.03929198705
575	0.03925081234
576	0.0392422949
577	0.03922427717
578	0.03919757416
579	0.0391175994
580	0.03909322927
581	0.03906257715
582	0.03902191738
583	0.03895140341
584	0.03891412368
585	0.03887970029
586	0.03886711745
587	0.03884134229
588	0.03880330501
589	0.03875974247
590	0.038735584
591	0.03869336634
592	0.03864879516
593	0.03864254155
594	0.03862321763
595	0.0385864066
596	0.03853778933
597	0.03853465354
598	0.03849860026
599	0.0384928593
600	0.03847076121
601	0.03844924184
602	0.03842491082
603	0.03840525862
604	0.03837137143
605	0.03832653441
606	0.03830622947
607	0.03829001209
608	0.03828154213
609	0.03824683258
610	0.03819995315
611	0.03817310886
612	0.03814108503
613	0.03813395294
614	0.0380967072
615	0.03809157149
616	0.03808399984
617	0.03807809095
618	0.03805048256
619	0.03802599484
620	0.0379952052
621	0.03798798101
622	0.03798415805
623	0.03795175777
624	0.03790642069
625	0.03790250899
626	0.03788102208
627	0.03786869421
628	0.03779498513
629	0.03779298658
630	0.03776406378
631	0.03772875872
632	0.03772530903
633	0.03769925895
634	0.0376927606
635	0.03768323564
636	0.03767080998
637	0.03765533513
638	0.03761777191
639	0.0375780849
640	0.03755405354
641	0.03754778087
642	0.03748737269
643	0.03745635939
644	0.03745047269
645	0.03744422768
646	0.03742780012
647	0.03739876652
648	0.03735940132
649	0.03735618309
650	0.03735077211
651	0.0373463756
652	0.03734224724
653	0.0373305791
654	0.03729503228
655	0.03728957245
656	0.03728482124
657	0.03728108848
658	0.03726088857
659	0.03722296381
660	0.03713049282
661	0.03711915685
662	0.03708235825
663	0.03707155475
664	0.03706605981
665	0.0370323851
666	0.03701165113
667	0.03698468635
668	0.03697929777
669	0.03693866336
670	0.03691983461
671	0.03688143915
672	0.03687590188
673	0.03684164015
674	0.03683691003
675	0.0368098643
676	0.03680465102
677	0.03677004808
678	0.03676187303
679	0.03675654155
680	0.03675402436
681	0.03672225688
682	0.03671808396
683	0.03671587541
684	0.03668726878
685	0.03665777394
686	0.03664661596
687	0.03661084015
688	0.03658746915
689	0.03657812947
690	0.03651450718
691	0.03650170184
692	0.03647041628
693	0.03646379778
694	0.03643291496
695	0.03642428752
696	0.03640762721
697	0.03636337262
698	0.03632546519
699	0.03631725313
700	0.03629764433
701	0.03626846847
702	0.03624808795
703	0.03624197763
704	0.03619592767
705	0.03618523078
706	0.03615524102
707	0.03615169211
708	0.03614300323
709	0.03614041733
710	0.03613012996
711	0.03610811071
712	0.03606783939
713	0.03604633284
714	0.03604127338
715	0.0360166734
716	0.03601127809
717	0.03600446504
718	0.035999343
719	0.03599615762
720	0.03597992423
721	0.03597337752
722	0.03593022578
723	0.03591321119
724	0.03590693773
725	0.03584999617
726	0.03584575392
727	0.03582655602
728	0.03581084335
729	0.03579638412
730	0.035766893
731	0.03575951639
732	0.03572803759
733	0.03570314947
734	0.03566964284
735	0.03566269438
736	0.03562947438
737	0.03559965661
738	0.03557524416
739	0.03556542048
740	0.03554193587
741	0.0355165673
742	0.03549375692
743	0.03547960825
744	0.03546913317
745	0.03543906859
746	0.03538387658
747	0.03533272386
748	0.03532560367
749	0.03530839845
750	0.03529372683
751	0.03528869786
752	0.03527998879
753	0.03525429848
754	0.03523986981
755	0.0352314874
756	0.03519424849
757	0.03515049219
758	0.03514832036
759	0.03512969579
760	0.03510631203
761	0.03510143698
762	0.03507583175
763	0.03504643215
764	0.03500863215
765	0.03498754054
766	0.03494920858
767	0.03489080159
768	0.03488602201
769	0.0348797339
770	0.03486751536
771	0.03484499876
772	0.03481374905
773	0.03478182982
774	0.03475552611
775	0.03470505215
776	0.03465940325
777	0.03465374912
778	0.03465055448
779	0.03463483854
780	0.03462932315
781	0.03462468192
782	0.03461665167
783	0.03461188646
784	0.03458499136
785	0.03457151467
786	0.03456231521
787	0.03454025131
788	0.03452039934
789	0.03447493394
790	0.03445034142
791	0.034409345
792	0.03437915487
793	0.03434894451
794	0.03433525202
795	0.03430369227
796	0.03428212542
797	0.03427677867
798	0.03424512365
799	0.03423712538
800	0.03421195832
801	0.03419039909
802	0.03417565604
803	0.03417170564
804	0.0341469541
805	0.03413955009
806	0.03412345218
807	0.03410106219
808	0.03409832701
809	0.03408560252
810	0.03405751252
811	0.03405363434
812	0.03404816657
813	0.03404429472
814	0.03402173579
815	0.03400852469
816	0.03400456574
817	0.03398583593
818	0.03395653757
819	0.03393227035
820	0.03392617734
821	0.03387579735
822	0.03387167213
823	0.03385100891
824	0.03383530352
825	0.0338053869
826	0.03376502436
827	0.03374755513
828	0.03370783127
829	0.03367912096
830	0.03365339595
831	0.03364072177
832	0.03362172241
833	0.03361486071
834	0.03361154826
835	0.03360613322
836	0.03357584283
837	0.0335358255
838	0.03352963623
839	0.0335136964
840	0.03347891146
841	0.03343926926
842	0.03340457832
843	0.03338828374
844	0.03336773037
845	0.03335148275
846	0.03334810578
847	0.03332188411
848	0.03330601087
849	0.03328367112
850	0.0332815059
851	0.03327804786
852	0.03327437875
853	0.03325927203
854	0.03324681479
855	0.03321445165
856	0.03319843791
857	0.03318946385
858	0.03316586957
859	0.03314965447
860	0.03313379576
861	0.03311917226
862	0.03310595042
863	0.03307955332
864	0.03305028844
865	0.03302839407
866	0.03300458238
867	0.0329776395
868	0.03296599707
869	0.0329503864
870	0.03293684273
871	0.03290316428
872	0.03288284047
873	0.03285678481
874	0.03284776996
875	0.03281859635
876	0.03279565594
877	0.03279052374
878	0.03278192769
